,1,2,3,4,5,6,7,8,9
hump,0,0,0,0,0,0,0,0,0
taost,0,0,0,0,1,3,0,0,0
wanders,1,0,1,1,1,0,2,0,0
glee,0,0,0,0,0,0,0,0,0
blay,0,0,0,0,0,0,0,0,0
saber,0,0,0,0,0,0,0,0,0
confident,1,3,2,1,0,0,0,0,1
missed,1,0,1,0,0,0,1,0,0
cheese,0,0,0,0,0,0,0,0,0
painkiller,0,0,0,0,0,0,0,0,0
fortunately,0,0,0,0,0,0,0,0,0
butte,0,1,0,0,0,0,1,0,0
tumultuous,2,2,1,2,1,0,2,2,2
dork,0,0,0,0,0,0,0,0,0
screening,0,0,0,0,0,0,0,0,0
stubborn,2,4,2,1,0,0,0,0,0
detour,0,0,0,2,0,0,1,0,0
reverb,0,0,0,0,0,0,0,0,0
macaron,0,0,0,0,0,0,0,0,0
manna,0,0,0,0,0,0,0,0,0
challenger,0,0,0,0,0,0,0,0,0
restread,0,0,0,0,0,0,0,0,0
addd,0,0,0,0,0,0,0,0,0
cuatro,0,0,0,0,0,0,0,0,0
timeout,0,0,0,0,0,0,0,0,0
entry,2,3,1,2,2,0,0,2,0
lizard,0,0,0,0,0,0,0,0,0
omnipotent,0,0,0,0,0,0,0,0,0
alexis,0,0,0,0,0,0,0,0,0
barmitzfa,0,0,0,0,0,0,0,0,0
anagram,0,0,0,0,0,0,0,0,0
wo,0,0,0,0,0,0,0,0,0
q-tips,0,0,0,0,0,0,0,0,0
ages,0,0,0,0,1,0,1,1,0
microscope,0,0,0,0,0,0,0,0,0
mangroves,0,0,0,0,0,0,0,0,0
hume,0,0,0,0,0,0,0,0,0
lodging,1,3,1,1,0,0,1,0,0
dispatcher,0,0,0,0,0,0,0,0,0
tv shows,0,0,0,0,0,1,0,0,0
recyling,0,0,0,0,0,0,0,0,0
gring,0,0,0,0,0,0,0,0,0
solarpanel,0,0,0,0,0,0,0,0,0
crumpled,1,0,0,0,0,0,0,0,0
ministry,0,0,0,0,0,0,0,0,0
lighthearted,0,0,0,0,0,0,0,0,0
becoming,0,0,0,0,0,0,0,0,0
drone,0,0,0,0,0,0,0,0,0
slice,0,0,0,0,0,0,0,0,0
points,0,0,0,0,0,0,0,0,0
bbed,0,0,0,0,0,0,0,0,0
simpson,0,0,0,0,0,0,0,0,0
grouchy,3,0,2,1,0,0,0,0,1
september,0,0,0,0,0,0,0,0,0
reverie,0,0,0,3,0,0,2,0,0
windowseat,0,0,0,0,0,0,0,0,0
talc,0,0,0,0,0,0,0,0,0
sike,0,0,0,0,0,0,0,0,0
mantus,0,0,0,0,0,0,0,0,0
embrace,0,0,3,1,1,0,0,0,3
greetings,0,0,0,0,0,0,0,0,0
crack,2,0,0,1,0,0,0,0,0
backyardpool,0,0,0,0,0,1,0,0,0
booming,0,0,0,0,0,0,0,0,0
conferences,0,0,0,0,0,0,0,0,0
lowerclass,0,0,0,0,0,0,0,0,0
frumps,0,0,0,0,0,0,0,0,0
normalcy,1,0,2,0,3,3,0,0,0
rehabilitation,0,0,0,0,0,0,0,0,0
oy,0,0,0,0,0,0,0,0,0
blood,1,3,0,4,2,0,0,0,0
metropolitan,0,0,0,0,0,0,0,0,0
cheeze,0,0,0,0,0,0,0,0,0
oppress,0,0,0,0,0,0,0,0,0
shredding,0,0,0,0,0,0,0,0,0
trecking,1,4,1,2,0,0,2,0,0
faint,1,0,1,2,0,0,0,2,0
chemistry,1,0,2,1,0,0,0,0,2
indoor,3,0,3,1,3,3,0,3,3
paradise,0,0,0,0,0,0,0,0,0
flue,0,0,0,0,0,0,0,0,0
strean,1,4,0,4,0,0,2,0,4
stun,1,0,0,2,0,0,0,2,0
chasing,0,0,0,0,0,0,3,0,0
ibn,0,0,0,0,0,0,0,0,0
centimeter,0,0,0,0,0,0,0,0,0
rhododendren,0,0,0,1,0,0,1,0,0
casket,0,0,0,0,0,0,0,4,0
mendicant,0,0,0,0,0,0,0,0,0
stanely,0,0,0,0,0,0,0,0,0
reduce,0,0,0,0,0,0,0,0,0
vast,0,1,0,1,0,0,2,0,0
sauces,0,2,0,1,0,2,0,0,1
likes,0,0,0,0,0,0,0,0,0
bucket,1,1,0,0,0,0,0,0,0
forbid,2,0,0,1,0,0,0,0,0
corrosive,2,0,0,1,0,0,0,0,0
fakenews,0,0,0,0,0,0,0,0,0
spheroid,0,0,0,0,0,0,0,0,0
powerline,0,0,0,0,0,0,0,0,0
jam,0,0,0,0,0,0,0,0,0
sudoku,0,0,0,0,0,0,0,0,0
probabilities,0,0,0,0,0,0,0,0,0
reigning,0,0,0,0,0,0,0,0,0
blackened,1,1,0,0,0,0,0,1,0
friday,0,2,0,0,0,0,0,0,0
align,0,0,0,0,0,0,0,0,0
gunna,0,0,0,0,0,0,0,0,0
macrame,0,0,0,0,0,0,0,0,0
kicks,0,0,0,0,0,0,0,0,0
turtle,0,0,0,0,0,0,0,0,0
limoncello,0,0,0,0,0,0,0,0,0
glasgow,0,0,0,0,0,0,0,0,0
slide,0,0,0,1,0,0,0,0,0
scans,1,0,1,1,2,0,0,0,0
sixteen,0,0,0,0,0,0,0,0,0
carnage,3,4,2,3,2,2,0,3,1
generally,0,0,0,0,0,0,0,0,0
guantanamo,0,0,0,0,0,0,0,0,0
highjack,0,0,0,0,0,0,0,0,0
dahlia,0,0,0,0,0,0,0,1,0
democrats,0,0,0,0,0,0,0,0,0
layiing,2,2,1,0,0,0,0,0,0
jacobel,0,0,0,0,0,0,0,0,0
sneaking,0,2,0,0,0,0,2,0,0
tribulation,1,0,0,0,0,0,0,1,0
wifi,0,0,0,0,0,0,0,0,0
acquaintances,2,3,1,2,0,0,0,2,1
varane,0,0,0,0,0,0,0,0,0
hazzard,1,2,0,1,0,0,1,0,0
sweats,0,0,0,0,0,0,0,0,0
mush,0,0,0,0,0,0,0,0,0
tarantulas,0,0,0,0,0,0,0,0,0
turnovers,0,0,0,0,0,0,0,0,0
gloat,2,2,0,1,0,0,0,0,0
annimation,0,0,0,0,0,0,0,0,0
hereafter,1,0,0,1,1,0,0,3,0
box,0,0,0,0,0,0,0,4,0
earn,0,0,0,0,0,0,0,0,0
starboard,0,0,0,0,0,0,0,0,0
methods,0,3,0,0,0,0,0,0,0
yale,0,0,0,0,0,0,0,0,0
serena,0,0,0,0,0,0,0,0,0
jingling,2,0,2,0,0,0,0,0,0
norms,3,3,0,2,0,0,0,2,0
penny,0,0,0,0,0,0,0,0,0
underlying,3,3,0,3,2,0,2,1,2
loft,0,0,0,0,0,0,0,0,0
largepolice,1,2,0,0,0,0,0,3,0
ketamine,0,0,0,0,0,0,0,0,0
magenta,0,0,0,0,0,0,0,0,0
mad,3,0,2,2,0,0,1,0,0
collegeuniversitywork,0,0,0,0,0,0,0,0,0
classical,0,0,0,0,0,0,0,0,0
renovations,0,0,0,0,0,0,0,0,0
afraid,2,0,0,2,0,1,3,0,0
recording,0,3,1,0,0,0,0,1,0
kyoto,0,0,0,0,0,0,0,0,0
wrangle,3,0,2,2,0,0,0,0,0
eclair,0,0,0,0,0,0,0,0,0
tropics,0,0,0,0,0,0,0,0,0
dusk,0,2,0,0,0,0,0,0,0
sanity,2,0,0,3,0,0,2,0,0
woodcanal,0,2,0,2,0,0,2,0,0
gonzo,0,0,0,1,0,0,0,0,0
pitocin,0,0,0,0,0,0,0,0,0
bagel,0,0,1,0,1,1,0,0,0
gold,0,0,0,0,0,0,0,1,0
swans,0,1,0,1,0,0,1,0,1
seedy,1,3,0,1,0,0,3,1,0
slipped,0,1,0,0,0,0,1,0,0
cooperation,2,3,0,0,0,0,0,0,0
s'more,0,2,0,1,0,0,0,0,0
bluey,0,0,0,0,0,0,0,0,0
chaco,0,1,0,0,0,0,1,0,0
pants,0,0,0,0,0,1,0,3,2
valiant,0,0,0,0,0,0,0,0,0
mce,0,0,0,0,0,0,0,0,0
grodesic,0,0,0,0,0,0,0,0,0
trott,0,0,0,0,0,0,0,0,0
yesterdat,0,1,0,0,0,0,0,0,0
scrubbing,2,3,0,0,1,0,0,0,0
tunisia,0,0,0,0,0,0,0,0,0
tropical,0,0,0,0,0,0,0,0,0
couth,0,0,0,0,0,0,0,0,0
condemned,3,2,0,3,0,0,0,2,0
melting,0,0,0,0,0,0,0,1,0
democrate,0,0,0,0,0,0,0,0,0
famer,0,0,0,0,0,0,3,0,0
teddybear,0,0,0,0,1,1,0,1,0
smelly,1,2,0,1,0,0,0,0,0
torches,0,3,0,0,0,0,0,0,0
lamd,0,0,0,0,0,0,0,0,0
migration,0,1,0,0,0,0,1,0,0
golfing,0,0,0,0,0,0,0,0,0
pern,0,0,0,0,0,0,0,0,0
tie,0,0,0,0,0,0,0,2,1
whiteclaw,1,1,1,1,0,0,0,0,1
hangman,0,0,0,0,0,0,0,0,0
froze,0,3,0,2,0,0,0,0,1
charred,0,2,0,1,0,0,0,0,0
benson,0,0,0,0,0,0,0,0,0
undecided,1,2,0,0,0,0,0,0,0
mars,0,0,0,0,0,0,0,0,0
gravitas,2,2,0,0,0,0,0,3,2
camaro,0,0,0,0,0,0,0,0,0
resource,0,1,0,0,0,0,0,0,0
homey,2,0,2,0,2,2,0,0,2
dalmatians,0,0,0,0,0,0,0,0,0
wegmans,0,0,0,0,0,0,0,0,0
blip,0,0,0,0,0,0,0,0,0
scal,0,0,0,0,0,0,0,0,0
diclofenac,0,0,0,0,0,0,0,0,0
medicines,0,0,0,0,0,0,0,0,0
quid,0,0,0,0,0,0,0,0,0
oysters,0,0,0,0,0,0,0,0,0
roja,0,0,0,0,0,0,0,0,0
stripped,0,4,0,0,0,0,0,0,0
producer,0,0,0,0,0,0,0,0,0
shat,0,0,0,0,0,0,0,0,0
recylce,0,0,0,0,0,0,0,0,0
pnemonia,0,0,0,0,0,0,0,0,0
passion fruit,0,0,0,0,0,0,0,0,0
aged,0,0,0,0,0,0,0,0,0
pocket,0,0,0,0,0,0,0,0,0
seven,0,0,0,0,0,0,0,0,0
washed,2,4,0,0,0,0,0,0,0
liverpool,0,0,0,0,0,0,0,0,0
scenario,0,3,0,1,0,0,0,0,0
photography,0,0,0,0,0,0,0,0,0
referee,0,0,0,0,0,0,0,0,0
tums,0,0,0,0,0,0,0,0,0
rosary,0,0,0,0,0,0,0,2,0
windowsill,0,0,0,0,0,0,0,0,0
wanyt,0,0,0,0,0,0,0,0,0
sewers,0,0,0,0,0,0,0,0,0
ecocooler,0,0,0,0,0,0,0,0,0
carful,0,0,0,2,0,0,2,0,0
trouble,2,2,2,2,0,0,1,0,0
yellowpepper,0,0,0,0,0,0,0,0,0
humanity,2,4,1,2,0,0,0,2,0
mediterranean,0,0,0,0,0,0,0,0,0
aquarius,0,0,0,0,0,0,0,0,0
pcp,0,0,0,0,0,0,0,0,0
uotside,2,4,0,3,0,0,2,1,1
glowing,0,1,0,0,0,0,0,0,0
traitors,2,2,0,0,0,0,0,0,0
engulfing,0,2,0,3,0,0,1,0,3
deter,0,2,0,0,0,0,0,0,0
bane,0,0,0,0,0,0,0,0,0
sunsets,0,1,0,0,0,0,0,0,0
vertinary,0,0,0,0,0,0,0,0,0
calming,0,0,1,2,0,2,0,0,0
rapport,0,0,1,0,2,0,0,0,0
ereader,0,0,0,0,0,0,0,0,0
ecstasy,0,0,0,0,0,0,0,0,0
robotix,0,0,0,0,0,0,0,0,0
dna,0,0,0,0,2,0,0,0,0
proppeler,0,0,0,0,0,0,0,0,0
frankincense,0,0,0,0,0,0,0,1,0
buttermilk,0,0,0,0,0,0,0,0,0
ooze,0,1,0,1,0,0,0,1,1
picturee,1,0,0,1,0,0,0,1,0
dof,0,0,0,0,0,0,0,0,0
frizzy,0,0,0,0,0,0,0,0,0
flatmate,0,0,0,0,0,0,0,0,0
dow,0,0,0,0,0,0,0,0,0
barabara,0,0,0,0,0,0,0,0,0
nutmeg,0,0,0,0,0,0,0,0,0
firmament,0,0,0,1,0,0,1,0,0
future,0,0,0,0,1,0,0,0,0
gutters,0,0,0,0,0,0,0,0,0
pul,0,0,0,0,0,0,0,0,0
haggle,0,0,0,0,0,0,0,0,0
hills,0,2,0,1,0,0,3,0,0
minecraft,0,0,0,0,0,0,0,0,0
holler,0,0,0,0,0,0,1,0,0
interference,2,0,2,0,0,0,1,0,1
worrying,3,0,2,2,1,1,2,1,1
dies,4,4,1,3,4,2,2,4,1
synthesizer,0,0,0,0,0,0,0,0,0
managing,0,0,0,0,0,0,0,0,0
bricj,0,0,0,0,0,0,0,0,0
wonder,2,0,2,2,2,1,2,0,1
instagram,0,0,0,0,0,0,0,0,0
onlookers,1,3,0,1,0,0,1,3,0
explanation,2,2,2,1,1,0,0,1,0
mining,0,0,0,0,0,0,0,0,0
joshua,0,0,0,0,0,0,0,0,0
propaine,0,0,0,0,0,0,0,0,0
boon,0,0,0,0,0,0,0,0,0
hong,0,0,0,0,0,0,0,0,0
subtance,0,1,0,0,2,0,0,1,0
omfort,0,0,1,0,1,0,0,1,0
pulchritude,0,1,0,0,0,0,0,0,0
learnong,0,0,0,0,0,0,0,0,0
geopolitics,0,0,0,0,0,0,0,0,0
incineration,0,0,0,0,0,0,0,0,0
tal,0,0,0,0,0,0,0,0,0
e-mail,0,0,0,0,0,0,0,0,0
tom holland,0,0,0,0,0,0,0,0,0
brief,0,0,0,0,3,3,0,0,0
energy united,0,0,0,0,0,0,0,0,0
impolite,3,2,2,0,0,0,0,0,2
illogic,2,3,1,0,0,0,0,0,0
everlast,0,0,0,0,0,0,0,0,0
emigrate,0,0,0,0,0,0,0,0,0
vulnurable,2,0,0,2,0,0,3,0,2
timeshare,0,0,0,0,0,0,0,0,0
binge,2,3,1,2,0,0,0,0,2
palindrome,0,0,0,0,0,0,0,0,0
trippy,0,0,0,0,0,0,0,0,0
shoo,0,0,0,0,0,0,0,0,0
weaknesses,2,3,2,2,0,0,0,0,0
develp,0,0,0,0,2,0,0,0,0
shorn,0,2,0,3,0,0,0,0,0
barns,0,0,0,0,0,0,3,0,0
hides,0,2,0,0,0,0,1,2,0
harris,0,0,0,0,0,0,0,0,0
tempted,1,0,0,1,0,0,0,0,0
rings,3,0,3,0,0,0,0,0,0
nye,0,0,0,0,0,0,0,0,0
emergency,1,2,1,0,0,0,2,2,0
usain bolt,0,0,0,0,0,0,0,0,0
firebird,0,0,0,0,0,0,0,0,0
401k,0,0,0,0,0,0,0,0,0
evans,0,0,0,0,0,0,0,0,0
cacti,0,0,0,0,0,0,0,0,0
ranch,0,0,0,0,0,0,2,0,0
meatless,0,0,0,0,0,0,0,0,0
underweight,0,0,0,0,0,0,0,0,0
meanwhile,0,0,0,0,0,0,0,0,0
acquitted,1,2,0,0,0,0,0,2,0
inept,2,2,0,0,0,0,0,0,0
umbrela,0,0,0,0,0,0,0,0,0
car trip,2,3,2,4,0,0,4,0,0
cheeto,0,0,0,0,0,0,0,0,0
mutt,0,0,0,0,0,0,0,0,0
mirrior,0,0,0,0,0,4,0,0,0
interdependent,3,3,0,0,1,0,0,0,2
rust,0,0,0,0,0,0,0,0,0
cyc,0,0,0,0,0,0,0,0,0
cuss,3,0,3,0,0,0,0,0,0
barch,0,0,0,0,0,0,0,0,0
had,0,0,0,0,0,0,0,0,0
samoa,0,0,0,0,0,0,0,0,0
shepphard,0,0,0,0,0,0,0,0,0
props,0,0,0,0,0,0,0,0,0
tap,0,0,0,0,0,0,0,0,0
tyle,0,0,0,0,0,0,0,0,0
roil,0,1,0,0,0,0,0,0,0
sharon,0,0,0,0,0,0,0,0,0
pedestrian,0,0,0,0,0,0,0,1,0
wipers,1,0,0,0,0,0,0,0,0
makhachev,0,0,0,0,0,0,0,0,0
runnings,0,0,0,0,0,0,0,0,0
looney,0,0,0,0,0,0,0,0,0
lemn,0,0,0,0,0,0,0,0,0
rites,0,0,0,0,0,2,0,4,0
shiek,0,0,0,0,0,0,0,0,0
motors,0,0,0,0,0,0,0,0,0
broker,0,0,0,0,0,0,0,0,0
mummies,0,0,0,0,2,0,0,1,0
energydrinksk,0,0,0,0,0,0,0,0,0
bonus,0,0,0,0,0,0,0,0,0
nicee,0,0,0,0,0,0,0,0,0
studder,0,0,0,0,0,0,0,0,0
hip hop,0,0,0,0,0,0,0,0,0
fable,0,0,0,0,0,0,0,0,0
granddaughters,0,0,0,0,0,0,0,0,0
pum,0,0,0,0,0,0,0,0,0
machinesewingshirt,0,0,0,0,0,0,0,0,0
shunt,0,0,0,0,0,0,0,0,0
achievement,0,0,0,0,0,0,0,0,0
wednessday,0,0,0,0,0,0,0,0,0
fulfillment,0,0,0,0,0,0,0,0,0
boardshorts,0,0,0,0,0,0,0,0,0
banaba,0,0,0,0,0,0,0,0,0
mtk,0,0,0,0,0,0,0,0,0
organizer,0,0,0,0,0,0,0,0,0
unpatriotic,0,0,0,0,0,0,0,0,0
coal,0,0,0,0,0,0,0,0,0
sandline,0,2,0,0,0,0,0,0,0
tosses,3,0,0,1,0,0,0,0,0
ops,0,0,0,0,0,0,0,0,0
minerals,0,0,0,0,0,0,0,0,0
stinks,0,1,0,0,0,0,0,0,0
arth,0,0,0,0,0,0,0,0,0
changable,1,0,1,1,0,0,0,0,0
tooth,0,0,0,0,0,0,0,0,0
histology,0,0,0,0,4,0,0,1,0
ambulance,0,0,0,0,0,0,0,0,0
processor,0,0,0,0,0,0,0,0,0
shit,0,0,0,0,0,0,0,0,0
mats,0,0,0,0,0,0,0,0,0
craze,0,0,0,0,0,0,0,0,0
desk mat,0,0,0,0,0,0,0,0,0
byke,0,0,0,0,0,0,0,0,0
teacup,0,0,0,0,0,0,0,0,0
dumbbell,0,0,0,0,0,0,0,0,0
easterbunny,0,0,0,0,0,0,0,0,0
tuesday,0,0,0,0,0,0,0,0,0
farmiliar,0,0,0,0,0,0,0,2,0
moor,0,0,0,0,0,0,0,0,0
apricots,0,0,0,0,0,0,0,0,0
athletics,0,2,0,0,0,0,0,0,0
fated,0,0,0,0,0,0,0,0,0
bearded,0,0,0,0,0,0,0,0,0
vigilante,0,0,0,0,0,0,0,0,0
antelope,0,0,0,0,0,0,0,0,0
jest,0,1,0,0,0,0,0,0,0
envy,0,0,0,0,0,0,0,0,0
eyelashes,0,0,0,0,0,0,0,0,0
fantacy,0,0,0,3,0,0,0,0,0
neckpillow,0,0,0,0,0,0,0,0,0
bingo,0,0,0,0,0,0,0,0,0
forty-two,0,0,0,0,0,0,0,0,0
hindsight,0,0,0,0,0,0,0,0,0
mission,0,0,0,0,0,0,0,0,0
impala,0,0,0,0,0,0,0,0,0
illinois,0,0,0,0,0,0,0,0,0
programmer,0,0,0,0,0,0,0,0,0
bear,0,0,0,0,0,0,0,0,0
australis,0,0,0,0,0,0,0,0,0
goosebump,1,2,0,0,0,0,0,2,0
fence,0,0,0,0,0,1,0,0,0
dances,0,0,0,0,0,0,0,0,0
cradle,0,0,0,0,1,2,0,0,0
exponentia,0,0,0,0,0,0,0,0,0
bonfire,0,3,0,0,0,0,0,0,0
believeable,1,2,0,0,0,0,0,1,0
maniac,1,0,0,2,0,0,0,3,0
contemporary,0,0,0,0,0,0,0,0,0
divorce,1,0,0,1,0,0,0,0,1
sasquatch,0,0,0,0,0,0,0,0,0
beforeit,0,0,0,0,0,0,0,0,0
alphabet,0,0,0,0,0,0,0,0,0
motorway,0,0,0,1,0,0,2,0,0
appalling,2,3,0,2,0,0,0,3,0
2,0,0,0,0,0,0,0,0,0
exxon,0,0,0,0,0,0,0,0,0
magnanimous,0,0,0,0,0,0,0,0,0
planet,0,0,0,0,0,0,0,0,0
hulu,0,0,0,0,0,0,0,0,0
beuatif,0,2,0,1,0,0,0,0,0
tarrot,0,0,0,0,0,0,0,0,0
clinuic,0,0,0,0,3,0,0,0,0
empathy,2,0,0,0,2,0,0,2,0
alcina,0,0,0,0,0,0,0,0,0
tragic,1,3,0,2,2,0,0,3,0
journalist,2,0,0,0,2,0,0,1,0
kick,0,0,0,0,0,0,0,0,0
cartier,0,0,0,0,0,0,0,0,0
vaegas,0,0,0,0,0,0,0,0,0
commitment,1,0,0,0,2,2,0,0,0
principle,3,3,0,0,0,0,0,0,0
southern,0,0,0,0,0,0,0,0,0
dak,0,0,0,0,0,0,0,0,0
chard,0,0,0,0,0,0,0,0,0
nonstop,2,0,2,0,0,0,0,0,0
wow,0,0,0,0,0,0,0,0,0
sperm,0,0,1,0,0,0,0,0,1
halston,0,0,0,0,0,0,0,0,0
wildfires,0,0,0,0,0,0,0,0,0
airconditioning,0,0,0,0,0,0,0,0,0
silkworm,0,0,0,0,0,0,0,0,0
employee,0,2,0,0,0,0,0,0,0
timeless,0,0,0,0,0,0,0,0,0
soulless,2,3,0,1,0,0,0,0,0
faik,0,0,0,0,0,0,0,0,0
courtroom,0,1,0,0,1,0,0,1,0
shogun,0,0,0,0,0,0,0,0,0
accomplice,2,3,0,1,0,0,0,1,0
seitan,0,0,0,0,0,0,0,0,0
overcompensating,2,2,2,0,0,0,0,0,0
aero,0,0,0,0,0,0,0,0,0
serrano,0,0,0,0,0,0,0,0,0
waffles,0,0,1,0,1,1,0,0,0
or,0,0,0,0,0,0,0,0,0
mite,0,0,0,0,0,0,0,0,0
concepts,0,0,0,0,0,0,0,0,0
exit,0,2,0,1,1,0,0,1,0
silica,0,1,0,0,0,0,0,0,0
disgust,3,3,1,2,0,0,0,2,1
sick,1,2,0,1,0,0,0,1,0
civilized,0,3,0,0,0,0,0,0,0
die,3,4,1,2,3,0,0,3,0
key,0,0,0,0,0,0,0,0,0
co2,0,0,0,0,0,0,0,0,0
ccalm,0,0,0,0,0,0,0,0,0
disturbed,2,2,1,2,0,0,3,0,0
no-face,0,0,0,0,0,0,0,0,0
skort,0,0,0,0,0,0,0,0,0
brogue,0,0,0,0,0,0,0,0,0
eventually,0,1,0,0,0,0,0,0,0
prolific,0,0,0,0,0,0,0,0,0
deem,0,0,0,0,0,0,0,0,0
chart,0,0,0,0,0,0,0,0,0
stopwatch,0,0,0,0,0,0,0,0,0
tulip,0,0,0,0,0,0,0,1,0
self-indulgence,2,3,0,1,0,0,0,0,0
mirrors,0,0,0,0,0,3,0,0,0
planting,0,0,0,0,0,0,1,0,0
blooming,0,0,0,0,0,0,1,1,0
hemispheres,0,0,0,0,0,0,0,0,0
friendss,2,4,1,1,0,0,0,2,1
reality tv,0,0,0,0,0,0,0,0,0
armstrong,0,0,0,0,0,0,0,0,0
crash cake,0,0,0,0,0,0,0,0,0
netlfix,0,0,0,0,0,0,0,0,0
racecar,0,0,0,0,0,0,0,0,0
steamroller,0,0,0,0,0,0,0,0,0
interviene,0,0,0,0,0,0,0,0,0
brandy,2,4,2,2,0,0,0,0,3
developer,0,0,0,0,0,0,0,0,0
pompom,0,0,0,0,0,0,0,0,0
creepy,2,3,1,2,0,0,3,1,2
excuses,2,3,1,2,0,0,0,0,0
maple,0,0,0,0,0,0,0,0,0
came,1,1,1,0,0,0,1,1,0
oneself,1,0,0,2,1,0,0,0,1
altruistic,0,0,0,0,0,0,0,0,0
cliff,0,0,0,0,0,0,0,0,0
headphoens,0,0,0,0,0,0,0,0,0
inflicting,2,3,0,2,0,0,0,1,0
broth,0,0,0,0,0,0,0,0,0
nations,0,0,0,0,0,0,0,0,0
twitter,0,0,0,0,0,0,0,0,0
woodwork,0,0,0,0,0,0,0,0,0
oe,0,0,0,0,0,0,0,0,0
dunking,1,2,0,1,1,0,0,0,1
dolls,0,0,0,0,0,0,0,0,0
cinfident,2,3,0,2,0,0,0,0,0
jobless,0,0,0,0,0,0,0,0,0
illustrator,0,0,0,0,0,0,0,0,0
actor,0,0,0,0,0,0,0,0,0
lovable,0,0,0,0,0,0,0,0,0
thinker,0,0,0,0,0,0,0,0,0
gluttony,2,0,0,0,0,0,0,0,0
atom,0,0,0,0,0,0,0,0,0
annual,0,0,0,0,0,0,0,0,0
offend,1,0,0,0,1,0,0,1,0
tropes,0,0,0,0,0,0,0,0,0
truclk,0,1,0,1,0,0,1,0,0
urgency,2,1,0,2,0,0,2,0,0
spit,0,0,0,0,0,0,0,0,0
stufy,0,0,0,0,0,0,0,0,0
mcdonald,0,0,0,0,0,0,0,0,0
thieves,0,0,0,0,0,0,0,0,0
pge,0,0,0,0,0,0,0,0,0
muhammad ali,0,0,0,0,0,0,0,0,0
unbothered,2,2,0,1,0,0,0,0,2
smash,3,0,0,3,0,0,0,0,0
flirtation,0,0,2,2,0,0,0,0,3
gully,0,2,0,2,0,0,2,0,0
thrift,0,0,0,0,0,0,0,0,0
crepe,0,0,0,0,0,0,0,0,0
persia,0,0,0,0,0,0,0,0,0
mid,0,0,0,0,0,0,0,0,0
monday,0,0,0,0,0,0,0,0,0
glass noodles,0,0,0,0,0,0,0,0,0
bristle,0,0,0,0,2,2,0,0,0
tribe,0,3,0,0,0,0,0,0,0
paramore,0,0,0,0,0,0,0,0,0
randomisation,0,0,0,0,0,0,0,0,0
720p,0,0,0,0,0,0,0,0,0
convention,0,0,0,0,0,0,0,0,0
spotty,0,0,0,0,0,0,0,0,0
stacy,0,0,0,0,0,0,0,0,0
capsize,0,0,0,0,0,0,0,0,0
pharoahs,0,0,0,0,0,0,0,0,0
nsync,0,0,0,0,0,0,0,0,0
sentient,1,0,1,0,0,0,1,0,0
path,0,2,0,1,0,0,1,0,0
walkingstick,0,0,0,0,0,0,0,0,0
wholeseome,0,2,0,0,0,0,0,0,0
jimmychoo,0,0,0,0,0,0,0,0,0
wordcap,0,0,0,0,0,0,0,0,0
whitewash,2,3,0,2,0,0,0,0,0
compusa,0,0,0,0,0,0,0,0,0
naive,0,1,0,0,0,0,0,1,0
quantity,0,0,0,0,0,0,0,0,0
furnitures,1,0,0,1,0,0,0,1,0
turned,2,2,2,2,0,0,1,0,0
sippy,0,0,0,0,0,0,0,0,0
bai,0,0,0,0,0,0,0,0,0
weightd,0,0,0,0,0,0,0,0,0
sya,0,0,0,0,0,0,0,0,0
woma,0,0,0,0,0,0,0,0,0
sogt,0,0,0,0,0,0,0,0,0
mostly,0,0,0,0,0,0,0,0,0
growth,0,0,0,0,0,0,0,0,0
adolescent,0,1,0,0,0,0,0,1,0
fidget,2,0,0,0,0,0,2,0,0
cyclops,0,0,0,0,0,0,0,0,0
subbing,0,0,0,0,0,0,0,0,0
measure,0,0,0,0,3,0,0,0,0
sonata,0,0,0,0,0,1,0,1,0
frest,0,0,0,0,0,0,0,0,0
citizen,0,2,0,0,1,0,0,2,0
vero,0,0,0,0,0,0,0,0,0
riots,0,0,0,0,0,0,0,0,0
ease,1,0,1,2,1,0,1,0,0
portland,0,0,0,0,0,0,0,0,0
witout,0,0,0,0,0,0,0,0,0
delieverane,1,3,2,1,0,0,2,0,0
radcio,0,0,0,0,0,0,0,4,0
creatinine,0,0,0,0,0,0,0,0,0
rotting,0,2,0,0,2,0,0,1,0
yucatan,0,0,0,0,0,0,0,0,0
cul-de-sac,0,0,0,0,0,0,0,0,0
microchip,0,0,0,0,0,0,0,0,0
surburb,0,2,0,0,2,2,0,0,0
fireworks,0,0,0,0,0,0,0,0,0
lds,0,0,0,0,0,0,0,0,0
belond,0,0,0,0,0,0,0,0,0
waterfront,0,3,0,3,0,0,2,0,0
baseline,0,0,0,0,0,0,0,0,0
exponent,0,0,0,0,0,0,0,0,0
improving,0,0,0,0,0,0,0,0,0
forearms,0,0,3,1,0,0,0,0,2
stampede,0,0,0,0,0,0,0,0,0
probation,0,0,0,0,0,0,0,1,0
eyepatch,0,0,0,0,0,0,0,0,0
disorder,2,2,2,2,0,0,0,0,0
biker,0,0,0,0,0,0,0,0,0
isotope,0,0,0,0,0,0,0,0,0
eastlake,0,0,0,0,0,0,0,0,0
duch,0,0,0,0,0,0,0,0,0
noticed,3,1,2,2,1,1,3,2,2
memberships,0,0,0,0,0,0,0,0,0
imitated,0,0,0,0,0,0,0,0,0
sweeten,0,0,0,0,0,0,0,0,0
